"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 16 11:27:33 IST 2020","Sun Aug 16 11:28:11 IST 2020","38268","Leaftaps Lead Module","","","","","TC001 Create Lead with mandate fields alone",""
